R	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64
0	-11	-3	-1	-1	3	2	4	5	-14	-2	0	0	2	3	3	2	-11	24	18	1	5	4	4	3	-16	8	27	11	6	8	11	4	1	1	1	1	1	1	0	1	1	0	1	0	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	1	0	1	0	0
0	-10	-2	0	0	2	1	3	4	-14	-1	1	1	2	2	2	1	-11	25	19	2	4	4	3	3	-16	8	27	11	5	7	11	3	1	1	1	1	-1	-1	-1	-1	0	1	1	1	0	-1	-1	-1	0	1	1	1	-1	0	-1	0	0	0	0	0	-1	-1	0	-1
0	-11	-4	-2	-1	2	2	4	5	-15	-2	-1	0	1	2	2	2	-12	24	17	1	4	3	3	3	-16	7	26	10	5	7	10	3	-1	-2	-2	-1	0	1	1	1	-1	-1	-2	-1	-1	0	0	1	-1	-1	-2	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0
0	-11	-3	-1	0	4	3	5	6	-14	-1	0	1	3	4	4	3	-11	24	18	2	6	6	4	4	-16	8	27	11	7	8	12	5	0	1	1	1	2	1	1	1	1	1	1	1	2	2	2	1	1	0	1	1	2	3	1	1	0	1	1	1	2	1	2	2
0	-11	-2	-1	-1	4	2	4	5	-14	-2	0	0	3	4	3	2	-12	24	18	2	5	5	4	3	-16	8	27	10	7	8	11	4	0	1	0	-1	0	-1	-1	-1	0	-1	0	-1	0	0	-1	-1	-1	0	0	0	-1	-1	0	-1	0	0	0	-1	0	0	-1	-1
0	-11	-2	-1	0	3	2	4	5	-14	-1	1	1	3	3	3	2	-11	24	18	2	5	4	4	4	-15	8	27	11	5	8	11	4	0	0	0	1	-1	0	0	0	0	1	1	1	0	-1	0	0	1	0	0	0	0	-1	0	1	1	0	0	1	-2	0	0	0
0	-10	-2	0	0	3	2	4	5	-13	0	1	2	2	3	3	2	-11	24	18	3	5	5	4	3	-15	8	27	11	6	7	11	3	1	0	1	0	0	0	0	0	1	1	0	1	-1	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0	1	-1	0	-1
0	-10	-2	0	0	2	2	4	5	-13	0	1	2	2	3	3	2	-11	24	18	3	5	4	3	3	-15	8	27	12	6	8	11	4	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	1	0	1	0	1
0	-11	-3	0	0	2	2	4	5	-13	-1	1	1	2	3	2	2	-11	24	18	3	4	4	3	3	-15	8	27	11	5	7	11	4	-1	-1	0	0	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	-1	-1	-1	0	0
0	-11	-3	-1	0	3	2	4	5	-14	-1	0	1	2	3	3	2	-12	24	18	2	5	4	3	3	-15	8	26	11	5	7	10	4	0	0	-1	0	1	0	0	0	-1	0	-1	0	0	0	1	0	-1	0	0	-1	1	0	0	0	0	0	-1	0	0	0	-1	0
0	-10	-3	0	0	3	2	5	6	-13	0	1	2	3	3	3	2	-11	24	18	2	5	5	4	3	-15	8	27	11	6	7	10	4	1	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0
0	-11	-3	-1	0	3	2	4	5	-14	-2	0	1	2	3	3	2	-12	23	17	2	5	4	4	3	-16	7	26	10	6	7	10	4	-1	0	-1	0	0	0	-1	-1	-1	-2	-1	-1	-1	0	0	0	-1	-1	-1	0	0	-1	0	0	-1	-1	-1	-1	0	0	0	0
0	-11	-2	-1	0	3	2	4	6	-14	-1	0	1	3	3	3	2	-11	23	17	3	5	4	4	3	-15	7	26	10	5	8	10	4	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	-1	1	0	0
0	-11	-2	-1	0	3	2	4	5	-14	-1	1	1	2	3	3	2	-11	24	18	2	4	4	4	3	-15	8	26	11	6	7	10	3	0	0	0	0	0	0	0	-1	0	0	1	0	-1	0	0	0	0	1	1	-1	-1	0	0	0	0	1	0	1	1	-1	0	-1
0	-11	-2	0	0	3	2	4	5	-13	-1	1	1	2	3	3	2	-11	23	18	2	5	4	3	3	-14	8	26	10	6	7	10	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	1	0	-1	0	1	0	0	-1	0	0	0	1
0	-11	-2	-1	0	3	3	4	6	-14	-1	1	1	3	3	3	2	-11	23	18	3	6	5	4	4	-15	8	26	10	6	7	11	4	0	0	-1	0	0	1	0	1	-1	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	-1	0	0	0	0	0	1	0
0	-11	-3	-1	0	4	3	5	6	-14	-2	1	1	4	4	4	3	-11	23	17	2	6	6	5	4	-15	8	25	11	6	8	11	5	0	-1	0	0	1	0	1	0	0	-1	0	0	1	1	1	1	0	0	-1	-1	0	1	1	0	0	0	-1	1	0	1	0	1
0	-10	-3	-1	0	3	3	4	5	-14	-2	1	1	2	3	3	2	-11	22	17	2	4	5	3	3	-15	8	26	10	5	7	10	3	1	0	0	0	-1	0	-1	-1	0	0	0	0	-2	-1	-1	-1	0	-1	0	0	-2	-1	-2	-1	0	0	1	-1	-1	-1	-1	-2
0	-11	-3	-1	-1	3	3	5	7	-14	-1	0	1	3	4	4	3	-11	22	17	2	6	6	4	4	-15	7	25	10	6	8	11	4	-1	0	0	-1	0	0	1	2	0	1	-1	0	1	1	1	1	0	0	0	0	2	1	1	1	0	-1	-1	0	1	1	1	1
0	-11	-3	-1	0	3	3	5	6	-14	-2	0	0	3	3	4	3	-12	22	17	2	5	5	4	4	-16	7	26	10	6	7	11	4	0	0	0	1	0	0	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	0	0	-1	-1	0	0	-1	0	1	0	0	-1	0	0
0	-11	-3	-1	-1	4	4	5	7	-14	-2	0	1	3	4	4	3	-11	21	16	2	6	5	4	4	-16	7	25	10	6	8	10	4	0	0	0	-1	1	1	0	1	0	0	0	1	0	1	0	0	1	-1	-1	0	1	0	0	0	0	0	-1	0	0	1	-1	0
0	-10	-3	0	0	3	2	5	6	-13	-1	1	2	3	3	3	2	-11	22	18	3	5	5	4	4	-15	7	26	11	6	7	10	4	1	0	1	1	-1	-2	0	-1	1	1	1	1	0	-1	-1	-1	0	1	2	1	-1	0	0	0	1	0	1	1	0	-1	0	0
0	-10	-2	0	1	3	3	4	6	-13	-1	1	2	3	3	3	2	-11	22	17	3	6	5	4	4	-14	8	26	11	5	7	10	4	0	1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	1	1	0	0	-1	0	0	0
0	-10	-2	0	0	3	2	4	5	-13	-1	1	1	2	4	3	2	-11	22	17	3	5	5	4	3	-14	7	26	11	6	7	10	3	0	0	0	-1	0	-1	0	-1	0	0	0	-1	-1	1	0	0	0	0	0	0	-1	0	0	-1	0	-1	0	0	1	0	0	-1
0	-11	-3	-1	0	4	2	4	5	-14	-2	0	1	3	3	3	2	-12	21	16	2	5	4	4	3	-15	7	25	10	6	7	10	3	-1	-1	-1	0	1	0	0	0	-1	-1	-1	0	1	-1	0	0	-1	-1	-1	-1	0	-1	0	0	-1	0	-1	-1	0	0	0	0
0	-10	-2	0	1	3	3	4	5	-13	-1	1	1	2	3	3	2	-11	22	17	3	4	4	3	3	-15	8	25	10	5	7	10	4	1	1	1	1	-1	1	0	0	1	1	1	0	-1	0	0	0	1	1	1	1	-1	0	-1	0	0	1	0	0	-1	0	0	1
0	-10	-2	0	0	3	2	4	5	-13	-1	1	1	3	2	3	2	-11	21	17	2	5	4	4	3	-15	7	25	10	5	7	9	3	0	0	0	-1	0	-1	0	0	0	0	0	0	1	-1	0	0	0	-1	0	-1	1	0	1	0	0	-1	0	0	0	0	-1	-1
0	-10	-2	0	0	2	2	4	5	-14	-1	1	2	2	2	2	2	-11	22	17	2	4	4	3	3	-15	7	25	10	5	6	9	3	0	0	0	0	-1	0	0	0	-1	0	0	1	-1	0	-1	0	0	1	0	0	-1	0	-1	0	0	0	0	0	0	-1	0	0
0	-10	-3	-1	0	2	1	4	5	-13	-1	0	1	2	2	1	2	-11	21	16	2	4	4	3	3	-15	7	25	10	4	6	9	3	0	-1	-1	0	0	-1	0	0	1	0	-1	-1	0	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0
0	-11	-3	-1	0	2	2	4	5	-13	-1	1	1	2	3	2	1	-11	21	16	2	4	4	4	3	-14	7	25	10	5	6	9	3	-1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	-1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
0	-10	-2	-1	1	2	2	4	5	-13	-1	1	1	2	2	2	1	-11	21	16	3	4	4	3	2	-15	7	25	10	4	5	9	3	1	1	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	-1	-1	-1	0	0	0	-1	-1	0	0
0	-11	-3	-1	0	4	3	5	6	-14	-1	0	1	4	4	3	3	-12	20	16	2	6	5	4	4	-16	6	24	9	6	7	10	4	-1	-1	0	-1	2	1	1	1	-1	0	-1	0	2	2	1	2	-1	-1	0	-1	2	1	1	2	-1	-1	-1	-1	2	2	1	1
0	-10	-3	0	0	2	1	3	4	-13	-1	0	1	1	1	1	1	-11	20	16	2	4	3	2	2	-15	7	25	10	4	5	8	2	1	0	1	0	-2	-2	-2	-2	1	0	0	0	-3	-3	-2	-2	1	0	0	0	-2	-2	-2	-2	1	1	1	1	-2	-2	-2	-2
0	-10	-2	1	1	3	2	4	6	-12	0	2	2	3	3	4	2	-10	22	17	3	5	5	4	4	-14	7	25	11	6	6	10	4	0	1	1	1	1	1	1	2	1	1	2	1	2	2	3	1	1	2	1	1	1	2	2	2	1	0	0	1	2	1	2	2
0	-11	-3	-1	0	4	2	5	6	-13	-1	0	1	3	4	3	2	-11	20	16	2	5	5	4	4	-15	6	24	9	5	7	10	4	-1	-1	-2	-1	1	0	1	0	-1	-1	-2	-1	0	1	-1	0	-1	-2	-1	-1	0	0	0	0	-1	-1	-1	-2	-1	1	0	0
0	-10	-2	0	1	3	2	4	6	-13	0	1	1	3	3	3	2	-11	21	16	3	5	4	4	3	-14	7	24	10	5	6	9	4	1	1	1	1	-1	0	-1	0	0	1	1	0	0	-1	0	0	0	1	0	1	0	-1	0	-1	1	1	0	1	0	-1	-1	0
0	-10	-2	0	1	3	2	4	6	-13	-1	1	2	2	3	3	2	-10	21	16	3	5	4	4	3	-15	7	24	10	5	6	9	3	0	0	0	0	0	0	0	0	0	-1	0	1	-1	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1
0	-10	-2	0	1	3	2	4	5	-13	-1	1	1	3	3	3	2	-11	20	16	2	5	5	4	3	-15	7	24	10	5	6	10	3	0	0	0	0	0	0	0	-1	0	0	0	-1	1	0	0	0	-1	-1	0	-1	0	1	0	0	0	0	0	0	0	0	1	0
0	-11	-2	0	0	3	2	4	5	-13	-1	1	2	3	3	3	2	-11	20	16	2	5	5	4	3	-15	6	24	10	5	6	9	3	-1	0	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0
0	-9	-2	1	1	3	2	4	5	-13	0	1	2	3	2	2	2	-10	21	16	3	5	4	4	3	-14	7	24	10	4	5	9	3	2	0	1	1	0	0	0	0	0	1	0	0	0	-1	-1	0	1	1	0	1	0	-1	0	0	1	1	0	0	-1	-1	0	0
0	-9	-2	0	1	3	2	5	5	-13	0	2	2	3	3	3	2	-10	21	16	3	5	5	4	3	-14	7	24	10	5	7	10	3	0	0	-1	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	1	0
0	-10	-2	0	1	4	3	5	6	-13	-1	1	1	3	3	3	2	-11	20	15	2	6	5	4	3	-15	6	23	9	6	7	10	4	-1	0	0	0	1	1	0	1	0	-1	-1	-1	0	0	0	0	-1	-1	-1	-1	1	0	0	0	-1	-1	-1	-1	1	0	0	1
0	-9	-2	0	1	3	2	4	5	-13	-1	1	2	2	2	2	2	-10	20	17	3	5	4	3	3	-14	7	24	10	5	6	9	3	1	0	0	0	-1	-1	-1	-1	0	0	0	1	-1	-1	-1	0	1	0	2	1	-1	-1	-1	0	1	1	1	1	-1	-1	-1	-1
0	-10	-2	0	0	4	3	4	6	-13	-2	0	1	3	4	3	2	-11	19	15	2	5	5	4	4	-15	6	23	9	5	7	9	4	-1	0	0	-1	1	1	0	1	0	-1	-1	-1	1	2	1	0	-1	-1	-2	-1	0	1	1	1	-1	-1	-1	-1	0	1	0	1
0	-10	-2	0	1	3	2	4	5	-12	-1	1	2	3	3	3	2	-10	20	16	3	5	5	4	4	-14	7	24	10	5	6	9	4	0	0	0	1	-1	-1	0	-1	1	1	1	1	0	-1	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	-1	0	0
0	-10	-2	0	1	3	2	4	6	-13	-1	1	1	2	3	3	2	-11	20	16	2	5	4	4	3	-14	6	23	9	5	6	9	3	0	0	0	0	0	0	0	1	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	0	0	0	-1
0	-10	-2	-1	1	3	2	4	5	-13	-1	1	1	3	3	2	2	-11	20	16	2	5	5	4	3	-14	6	23	9	5	6	8	3	0	0	-1	0	0	0	0	-1	0	0	0	0	1	0	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-1	0
0	-10	-3	0	0	3	2	4	5	-13	-1	1	1	2	3	2	2	-11	20	15	3	5	5	4	3	-15	6	23	9	5	6	8	3	0	-1	1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	1	0	0	0	0	-1	0	0	0	0	0	0	0
0	-10	-3	0	0	2	2	4	5	-13	-1	1	2	3	3	2	2	-11	19	15	2	5	5	4	3	-15	6	23	9	4	6	8	3	0	0	0	0	-1	0	0	0	0	0	0	1	1	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0
0	-11	-3	-1	0	3	2	4	5	-14	-2	0	1	2	3	2	2	-12	18	15	2	4	4	4	3	-15	6	22	8	4	6	9	2	-1	0	-1	0	1	0	0	0	-1	-1	-1	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	-1	-1	0	0	1	-1
0	-11	-3	0	0	4	2	4	5	-14	-2	0	1	2	3	2	2	-11	19	15	2	5	5	4	3	-15	5	22	9	4	6	9	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	-1	0	1	0	0	0	1
0	-11	-3	-1	1	3	1	4	6	-14	-2	0	1	3	3	3	2	-12	18	15	2	4	4	3	3	-15	6	22	9	5	6	9	4	0	0	-1	1	-1	-1	0	1	0	0	0	0	1	0	1	0	-1	-1	0	0	-1	-1	-1	0	0	1	0	0	1	0	0	1
0	-11	-3	-1	0	3	2	4	6	-14	-2	0	1	3	2	2	2	-11	18	14	2	5	5	3	3	-15	5	22	9	5	6	9	4	0	0	0	-1	0	1	0	0	0	0	0	0	0	-1	-1	0	1	0	-1	0	1	1	0	0	0	-1	0	0	0	0	0	0
0	-11	-3	-1	0	3	2	3	5	-14	-2	0	1	2	3	2	2	-11	18	14	1	4	5	3	3	-15	5	22	8	4	5	8	3	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	-1	-1	-1	-1	-1
0	-11	-4	-1	0	3	2	4	5	-14	-2	0	0	3	3	2	2	-12	18	14	1	4	4	3	3	-16	5	21	8	5	5	8	3	0	-1	0	0	0	0	1	0	0	0	0	-1	1	0	0	0	-1	0	0	0	0	-1	0	0	-1	0	-1	0	1	0	0	0
0	-11	-4	-1	0	3	1	4	5	-14	-2	0	1	2	2	2	2	-11	18	14	2	4	4	3	3	-16	5	21	8	4	5	8	3	0	0	0	0	0	-1	0	0	0	0	0	1	-1	-1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0
0	-11	-4	-1	0	3	2	4	5	-14	-2	0	1	3	3	2	2	-11	17	14	1	5	4	4	3	-16	5	22	8	4	6	9	3	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	-1	0	-1	1	0	1	0	0	0	1	0	0	1	1	0
0	-11	-4	-2	-1	3	2	4	5	-14	-2	-1	0	3	2	2	2	-12	17	14	1	5	4	4	3	-16	5	21	8	4	6	9	3	0	0	-1	-1	0	0	0	0	0	0	-1	-1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0
0	-11	-4	-2	-1	3	2	4	5	-14	-3	-1	1	2	3	2	2	-12	17	14	1	5	4	3	3	-15	5	21	8	5	6	9	3	0	0	0	0	0	0	0	0	0	-1	0	1	-1	1	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	1	0	0	0
0	-11	-3	-1	0	3	2	4	5	-13	-2	0	1	2	3	2	2	-11	18	15	1	4	4	3	2	-15	5	21	8	4	5	8	3	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	-1	0	0	-1	0	0	0	0	-1	-1	-1	0
0	-11	-3	-1	0	2	1	4	5	-14	-2	0	1	2	2	2	2	-11	18	14	2	4	4	3	2	-16	5	22	8	4	6	8	2	0	0	0	0	-1	-1	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	1	0	0	0	0	-1	0	1	0	0	1	0	-1
0	-11	-3	-1	0	3	2	4	6	-14	-2	0	1	3	3	3	2	-12	18	14	2	5	5	4	3	-15	5	21	8	5	6	9	3	0	0	0	0	1	1	0	1	0	0	0	0	1	1	1	0	-1	0	0	0	1	1	1	1	1	0	-1	0	1	0	1	1
0	-10	-3	0	0	4	3	5	6	-13	-1	0	2	3	3	4	3	-11	18	14	2	6	5	5	4	-15	6	22	9	5	6	9	4	1	0	1	0	1	1	1	0	1	1	0	1	0	0	1	1	1	0	0	0	1	0	1	1	0	1	1	1	0	0	0	1
0	-11	-3	-1	0	3	3	4	6	-14	-2	-1	1	4	3	4	3	-12	17	14	1	5	5	4	4	-16	5	21	8	5	6	9	4	-1	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	1	0	0	0	-1	-1	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0	0	0
0	-11	-3	-1	0	4	2	5	6	-14	-2	0	1	3	3	3	2	-11	18	14	1	5	5	4	4	-15	5	21	8	5	7	9	4	0	0	0	0	1	-1	1	0	0	0	1	0	-1	0	-1	-1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0
0	-12	-4	-2	-1	4	3	4	6	-15	-3	-1	0	3	3	3	3	-12	16	13	1	5	4	4	3	-16	4	21	7	5	6	9	3	-1	-1	-1	-1	0	1	-1	0	-1	-1	-1	-1	0	0	0	1	-1	-2	-1	0	0	-1	0	-1	-1	-1	0	-1	0	-1	0	-1
0	-11	-3	-1	0	4	2	4	5	-14	-2	0	1	3	3	3	2	-11	17	14	2	5	4	4	4	-15	5	21	8	5	6	9	3	1	1	1	1	0	-1	0	-1	1	1	1	1	0	0	0	-1	1	1	1	1	0	0	0	1	1	1	0	1	0	0	0	0
0	-11	-3	-1	0	4	3	4	6	-14	-2	0	1	3	3	3	2	-12	17	14	2	5	5	4	4	-15	5	21	8	5	6	9	4	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
0	-10	-2	0	1	3	3	4	5	-13	-1	1	2	3	3	2	2	-11	18	15	3	5	4	3	3	-14	6	22	9	4	5	8	3	1	1	1	1	-1	0	0	-1	1	1	1	1	0	0	-1	0	1	1	1	1	0	-1	-1	-1	1	1	1	1	-1	-1	-1	-1
0	-10	-2	0	1	3	2	4	6	-13	-2	1	1	3	4	2	2	-10	18	15	2	6	5	4	3	-14	6	21	9	5	6	9	4	0	0	0	0	0	-1	0	1	0	-1	0	-1	0	1	0	0	1	0	0	-1	1	1	1	0	0	0	-1	0	1	1	1	1
0	-10	-2	1	1	3	2	4	5	-13	-1	1	1	3	2	3	2	-11	18	15	3	5	5	4	4	-14	5	22	8	5	5	8	3	0	0	1	0	0	0	0	-1	0	1	0	0	0	-2	1	0	-1	0	0	1	-1	0	0	1	0	-1	1	-1	0	-1	-1	-1
0	-10	-2	0	1	3	2	4	5	-13	-1	1	2	2	2	2	2	-10	18	15	3	5	4	3	3	-14	6	22	9	4	6	8	2	0	0	-1	0	0	0	0	0	0	0	0	1	-1	0	-1	0	1	0	0	0	0	-1	-1	-1	0	1	0	1	-1	1	0	-1
0	-11	-3	-1	0	3	1	4	5	-14	-2	0	1	2	3	2	1	-11	17	13	2	4	4	3	3	-15	5	21	8	4	5	8	2	-1	-1	-1	-1	0	-1	0	0	-1	-1	-1	-1	0	1	0	-1	-1	-1	-2	-1	-1	0	0	0	-1	-1	-1	-1	0	-1	0	0
0	-10	-2	0	0	3	2	4	5	-13	-1	0	2	2	3	3	2	-11	17	14	2	4	4	3	3	-14	5	21	9	4	5	8	3	1	1	1	0	0	1	0	0	1	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1
0	-10	-3	0	0	3	2	4	6	-13	-1	0	2	2	2	2	2	-11	17	14	3	5	4	3	3	-14	5	21	8	4	5	7	3	0	-1	0	0	0	0	0	1	0	0	0	0	0	-1	-1	0	0	0	0	1	1	0	0	0	0	0	0	-1	0	0	-1	0
0	-10	-2	0	0	2	1	3	5	-13	-2	0	1	2	2	2	1	-11	17	14	2	5	4	3	3	-15	5	21	8	4	4	8	3	0	1	0	0	-1	-1	-1	-1	0	-1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	1	0
0	-9	-1	1	1	3	2	4	5	-12	-1	1	2	3	3	2	2	-9	18	15	4	4	4	3	3	-13	7	22	9	4	6	8	3	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	2	1	1	2	-1	0	0	0	2	2	1	1	0	2	0	0
0	-10	-2	0	0	4	3	5	7	-13	-1	0	2	3	4	3	3	-11	17	14	2	6	5	4	3	-14	5	21	8	5	6	9	4	-1	-1	-1	-1	1	1	1	2	-1	0	-1	0	0	1	1	1	-2	-1	-1	-2	2	1	1	0	-1	-2	-1	-1	1	0	1	1
0	-10	-2	0	0	3	2	4	5	-13	-1	0	2	2	3	3	1	-11	17	13	3	5	4	3	3	-14	5	21	8	4	5	8	3	0	0	0	0	-1	-1	-1	-2	0	0	0	0	-1	-1	0	-2	0	0	-1	1	-1	-1	-1	0	0	0	0	0	-1	-1	-1	-1
0	-11	-3	-1	-1	4	3	4	5	-14	-2	0	1	3	3	3	2	-11	17	13	1	4	5	4	3	-15	4	20	7	5	6	8	3	-1	-1	-1	-1	1	1	0	0	-1	-1	0	-1	1	0	0	1	0	0	0	-2	-1	1	1	0	-1	-1	-1	-1	1	1	0	0
0	-11	-2	0	-1	3	2	4	6	-14	-2	0	1	3	3	3	2	-11	16	13	1	5	5	4	3	-15	4	20	7	4	6	9	3	0	1	1	0	-1	-1	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	-1	0	1	0
0	-10	-2	0	0	3	2	4	6	-13	-2	0	1	3	3	2	2	-11	16	14	2	5	5	4	3	-15	5	21	8	4	6	8	3	1	0	0	1	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	-1	0
0	-9	-2	0	1	3	2	4	6	-13	-1	1	2	3	3	3	3	-10	17	14	2	5	5	4	4	-14	5	21	8	5	5	9	3	1	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	-1	1	0
0	-9	-2	0	1	3	3	5	6	-13	-1	1	2	3	3	3	2	-10	17	14	3	5	5	4	4	-14	5	21	8	4	6	8	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	-1	1	-1	0
0	-9	-2	0	1	3	2	4	6	-13	-1	1	2	2	3	2	2	-11	17	14	2	5	4	3	3	-14	5	21	8	4	5	8	3	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	0	0	-1	0	-1	-1	-1	0	0	0	0	0	-1	0	0
