R	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64
0	-10	-2	0	1	3	2	4	6	-14	-2	0	1	2	3	2	2	-11	16	13	2	5	5	4	3	-15	4	21	8	4	5	8	3	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	1	1	0	-1	-1	0	0	0	0	0	0
0	-10	-3	0	0	3	2	4	6	-14	-2	1	1	2	3	2	2	-11	17	14	2	5	4	3	3	-15	4	20	7	4	5	8	3	0	-1	0	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	-1	-1	0	0	0	-1	-1	0	0	0	0
0	-10	-3	0	0	3	1	4	5	-13	-2	1	2	2	2	2	1	-11	16	14	2	4	4	3	3	-15	5	20	8	4	4	7	2	0	0	0	0	0	-1	0	-1	1	0	0	1	0	-1	0	-1	0	-1	0	0	-1	0	0	0	0	1	0	1	0	-1	-1	-1
0	-10	-3	0	0	2	1	3	5	-14	-2	1	2	2	2	2	1	-11	16	13	2	4	4	3	3	-15	5	20	8	4	5	8	2	0	0	0	0	-1	0	-1	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	1	0
0	-10	-3	-1	0	2	1	4	5	-14	-2	1	2	2	2	1	1	-11	16	13	2	4	4	3	2	-15	4	20	8	4	5	8	2	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0
0	-10	-3	-1	0	3	3	5	7	-14	-2	0	1	3	3	3	2	-11	16	13	2	6	6	5	4	-15	4	20	7	4	6	9	4	0	0	0	0	1	2	1	2	0	0	-1	-1	1	1	2	1	0	0	0	0	2	2	2	2	0	0	0	-1	0	1	1	2
0	-11	-3	-1	0	3	2	5	5	-14	-2	0	1	3	3	3	2	-11	15	13	2	5	5	4	4	-15	5	20	7	4	5	8	3	-1	0	0	0	0	-1	0	-2	0	0	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1
0	-11	-3	-1	0	3	2	4	6	-14	-2	0	1	3	3	2	2	-11	15	13	2	5	5	4	4	-15	4	20	7	4	6	8	4	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	1
0	-10	-3	0	1	4	2	5	7	-14	-2	0	1	4	3	3	3	-11	15	13	2	5	5	4	3	-15	4	19	8	5	5	8	4	1	0	1	1	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	-1	0	0	-1	1	1	-1	0	0
0	-11	-3	-1	0	3	2	4	6	-14	-2	0	1	3	3	3	2	-11	15	13	2	6	4	4	4	-15	4	20	7	4	5	8	3	-1	0	-1	-1	-1	0	-1	-1	0	0	0	0	-1	0	0	-1	0	0	0	0	1	-1	0	1	0	0	1	-1	-1	0	0	-1
0	-10	-3	0	0	3	2	4	6	-13	-2	0	1	3	3	2	2	-10	15	13	2	5	4	4	3	-15	4	19	8	4	5	8	3	1	0	1	0	0	0	0	0	1	0	0	0	0	0	-1	0	1	0	0	0	-1	0	0	-1	0	0	-1	1	0	0	0	0
0	-10	-3	-1	-1	3	2	4	6	-14	-2	0	1	3	3	3	2	-11	15	13	2	5	4	4	3	-15	4	20	7	4	5	8	3	0	0	-1	-1	0	0	0	0	-1	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	1	-1	0	0	0	0
0	-10	-3	0	0	3	2	4	5	-13	-2	0	2	3	3	2	1	-11	15	13	2	4	5	4	3	-15	4	19	7	4	5	8	3	0	0	1	1	0	0	0	-1	1	0	0	1	0	0	-1	-1	0	0	0	0	-1	1	0	0	0	0	-1	0	0	0	0	0
0	-10	-2	0	1	3	2	4	5	-14	-2	0	2	3	3	2	2	-11	16	13	2	5	4	3	3	-14	5	20	7	4	4	8	3	0	1	0	1	0	0	0	0	-1	0	0	0	0	0	0	1	0	1	0	0	1	-1	-1	0	1	1	1	0	0	-1	0	0
0	-10	-2	0	0	3	2	4	6	-13	-2	1	2	3	3	3	2	-11	15	13	2	4	5	4	4	-15	4	20	7	3	5	8	3	0	0	0	-1	0	0	0	1	1	0	1	0	0	0	1	0	0	-1	0	0	-1	1	1	1	-1	-1	0	0	-1	1	0	0
0	-10	-2	0	1	3	2	4	5	-13	-1	1	1	2	2	2	2	-11	16	13	3	5	4	3	3	-14	4	19	8	4	4	7	3	0	0	0	1	0	0	0	-1	0	1	0	-1	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	1	0	-1	1	1	-1	-1	0
0	-10	-2	-1	1	3	2	4	6	-13	-1	1	1	3	3	3	2	-11	15	13	2	5	4	4	3	-15	4	20	7	4	5	8	3	0	0	-1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	-1	0	-1	0	0	1	0	-1	0	1	-1	0	1	1	0
0	-11	-3	0	0	3	2	4	5	-14	-2	0	1	2	2	2	2	-11	15	13	2	4	4	3	3	-15	4	19	7	4	4	7	2	-1	-1	1	-1	0	0	0	-1	-1	-1	-1	0	-1	-1	-1	0	0	0	0	0	-1	0	-1	0	0	0	-1	0	0	-1	-1	-1
0	-11	-3	-1	0	3	2	4	5	-13	-2	0	1	3	3	2	2	-11	15	13	1	4	4	3	3	-15	4	19	7	4	4	7	3	0	0	-1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1
0	-10	-2	-1	1	3	2	4	6	-13	-2	0	1	2	3	2	2	-11	15	13	1	5	4	4	3	-15	4	19	7	4	4	8	3	1	1	0	1	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0
0	-11	-2	-1	1	2	1	4	5	-13	-2	0	1	2	2	2	1	-11	15	13	1	5	4	3	2	-14	4	19	7	3	4	7	2	-1	0	0	0	-1	-1	0	-1	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	-1	-1	1	0	0	0	-1	0	-1	-1
0	-11	-3	-1	1	3	2	3	5	-14	-2	0	1	2	2	2	2	-11	15	12	2	4	4	3	2	-15	4	19	7	3	4	7	2	0	-1	0	0	1	1	-1	0	-1	0	0	0	0	0	0	1	0	0	-1	1	-1	0	0	0	-1	0	0	0	0	0	0	0
0	-10	-3	0	0	3	2	5	6	-14	-2	0	1	3	3	3	2	-11	15	13	2	5	5	3	3	-15	4	19	7	4	4	8	3	1	0	1	-1	0	0	2	1	0	0	0	0	1	1	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	1	1
0	-10	-3	-1	0	3	3	5	6	-14	-2	0	1	3	3	3	2	-12	14	13	1	5	5	4	3	-16	4	19	7	4	5	8	3	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	-1	0	-1	0	0	1	0	-1	0	0	0	0	1	0	0
0	-11	-3	-1	0	3	1	4	5	-14	-2	-1	1	2	3	2	1	-12	14	13	1	4	4	3	3	-15	4	19	7	3	4	7	3	-1	0	0	0	0	-2	-1	-1	0	0	-1	0	-1	0	-1	-1	0	0	0	0	-1	-1	-1	0	1	0	0	0	-1	-1	-1	0
0	-11	-3	-1	-1	4	2	4	6	-14	-2	-1	1	3	3	3	2	-12	14	12	1	5	5	4	4	-16	3	18	6	4	5	8	3	0	0	0	-1	1	1	0	1	0	0	0	0	1	0	1	1	0	0	-1	0	1	1	1	1	-1	-1	-1	-1	1	1	1	0
0	-11	-3	-1	0	3	2	4	6	-14	-2	-1	1	3	3	3	2	-11	14	12	2	5	4	4	4	-15	3	18	6	4	5	8	3	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	1	0	0	0	0	0	0	0
0	-11	-3	-1	0	4	2	5	6	-13	-1	0	2	3	3	3	2	-11	15	13	2	5	4	4	3	-15	4	19	7	4	5	7	4	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	-1	0	1	1	1	0	0	-1	1
0	-11	-3	-1	0	3	2	4	6	-14	-2	0	1	3	3	2	2	-11	14	12	1	5	5	4	4	-15	3	18	6	4	5	7	3	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	-1	-1	0	1	0	1	0	-1	-1	-1	0	0	0	-1
0	-12	-4	-1	0	3	2	4	6	-14	-2	-1	1	3	3	3	2	-12	13	11	1	4	4	3	3	-16	3	18	7	4	4	7	2	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	1	0	-1	0	-1
0	-11	-4	-1	-1	3	2	4	5	-14	-2	-1	1	2	2	2	2	-11	14	12	1	4	5	3	3	-16	3	18	6	3	4	7	3	1	0	0	-1	0	0	0	-1	0	0	0	0	-1	-1	-1	0	1	1	1	0	0	1	0	0	0	0	0	-1	-1	0	0	1
0	-11	-4	-2	-1	3	2	4	6	-14	-3	-1	1	3	3	3	2	-12	13	12	1	5	5	4	3	-16	3	18	5	4	4	7	3	0	0	-1	0	0	0	0	1	0	-1	0	0	1	1	1	0	-1	-1	0	0	1	0	1	0	0	0	0	-1	1	0	0	0
0	-11	-4	-1	-1	3	2	4	5	-14	-2	-1	1	2	3	2	2	-12	14	12	1	4	4	3	3	-16	3	17	6	4	4	7	3	0	0	1	0	0	0	0	-1	0	1	0	0	-1	0	-1	0	0	1	0	0	-1	-1	-1	0	0	0	-1	1	0	0	0	0
0	-11	-3	-1	0	3	3	4	5	-14	-3	-1	0	3	3	2	2	-12	14	11	1	5	5	3	3	-16	3	18	6	4	5	7	3	0	1	0	1	0	1	0	0	0	-1	0	-1	1	0	0	0	0	0	-1	0	1	1	0	0	0	0	1	0	0	1	0	0
0	-10	-3	-1	0	3	2	4	6	-13	-2	0	1	2	2	2	1	-12	13	12	1	4	4	3	3	-15	3	18	6	4	4	7	2	1	0	0	0	0	-1	0	1	1	1	1	1	-1	-1	0	-1	0	-1	1	0	-1	-1	0	0	1	0	0	0	0	-1	0	-1
0	-10	-2	0	1	4	3	5	6	-13	-2	0	1	3	4	3	2	-11	14	12	2	5	5	4	4	-14	4	18	7	4	6	7	3	0	1	1	1	1	1	1	0	0	0	0	0	1	2	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	2	0	1
0	-10	-3	0	1	3	2	4	6	-13	-2	0	2	3	3	3	2	-11	14	13	2	4	4	3	3	-15	4	18	7	4	4	7	3	0	-1	0	0	-1	-1	-1	0	0	0	0	1	0	-1	0	0	0	0	1	0	-1	-1	-1	-1	-1	0	0	0	0	-2	0	0
0	-10	-3	0	0	4	3	5	6	-14	-2	0	1	3	3	3	2	-11	14	12	2	5	4	4	4	-15	4	18	6	4	5	7	3	0	0	0	-1	1	1	1	0	-1	0	0	-1	0	0	0	0	0	0	-1	0	1	0	1	1	0	0	0	-1	0	1	0	0
0	-10	-2	0	1	4	3	5	6	-13	-2	1	1	3	3	3	2	-11	14	12	2	5	5	4	4	-15	4	18	7	4	5	8	3	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0
0	-11	-3	-1	0	4	3	4	6	-14	-2	0	1	3	3	3	2	-11	14	12	1	5	5	4	3	-15	3	18	6	4	5	7	3	-1	-1	-1	-1	0	0	-1	0	-1	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	-1	0	-1	0	0	-1	0
0	-11	-3	0	0	3	2	4	5	-14	-2	0	1	2	3	2	2	-11	14	12	1	4	4	3	3	-15	4	18	7	4	4	7	2	0	0	1	0	-1	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	0	-1	-1	-1	0	0	1	0	1	0	-1	0	-1
0	-11	-3	-1	0	3	3	4	5	-13	-2	0	1	3	3	2	2	-11	13	12	2	5	4	3	3	-15	3	18	6	4	4	7	3	0	0	-1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	-1	0	1	1	0	0	0	0	-1	0	-1	0	0	0	1
0	-10	-2	0	0	3	2	4	6	-14	-2	0	1	2	3	2	2	-11	13	11	2	5	4	4	3	-15	4	18	6	4	5	8	3	1	1	1	0	0	-1	0	1	-1	0	0	0	-1	0	0	0	0	0	-1	0	0	0	1	0	0	1	0	0	0	1	1	0
0	-10	-3	-1	0	3	2	5	6	-14	-2	0	1	3	3	2	2	-11	14	12	1	5	4	3	3	-15	3	17	6	4	4	8	2	0	-1	-1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	-1	0	0	-1	0	0	-1	-1	0	0	-1	0	-1
0	-11	-3	0	0	3	2	4	5	-14	-2	0	1	3	3	3	1	-11	14	12	2	4	4	3	2	-15	3	18	6	4	4	7	3	-1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	1	-1	0	0	0	1	-1	0	0	-1	0	0	1	0	0	0	-1	1
0	-11	-3	0	0	3	3	4	6	-13	-2	0	1	3	3	3	2	-11	13	12	2	5	5	4	3	-15	3	17	7	3	4	7	3	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	-1	0	0	1	1	1	1	0	0	-1	1	-1	0	0	0
0	-10	-2	0	0	4	3	5	7	-13	-2	0	2	3	4	3	3	-11	13	12	2	5	5	5	4	-14	3	18	7	5	6	8	4	1	1	0	0	1	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	0	2	2	1	1
0	-10	-3	0	0	3	3	5	6	-14	-2	0	1	3	3	3	2	-11	13	12	1	5	5	4	3	-15	3	17	6	4	4	7	3	0	-1	0	0	-1	0	0	-1	-1	0	0	-1	0	-1	0	-1	0	0	0	-1	0	0	-1	-1	-1	0	-1	-1	-1	-2	-1	-1
0	-10	-3	0	0	4	3	5	7	-13	-2	0	1	3	4	4	3	-11	13	12	2	6	5	4	4	-15	3	18	7	5	5	8	3	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	1	0	0	0	1	1	0	0	1	0	0	1	1	1	1	1	0
0	-9	-2	1	1	4	4	5	7	-13	-2	1	2	4	4	3	3	-11	14	12	2	5	5	4	4	-14	4	18	7	4	5	8	4	1	1	1	1	0	1	0	0	0	0	1	1	1	0	-1	0	0	1	0	0	-1	0	0	0	1	1	0	0	-1	0	0	1
0	-10	-3	0	0	4	3	5	7	-13	-2	0	2	4	4	3	3	-11	13	12	2	5	5	5	4	-14	4	18	6	4	5	8	4	-1	-1	-1	-1	0	-1	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	0	-1	0	0	0	0
0	-10	-2	0	1	4	3	5	6	-13	-2	0	2	3	4	3	2	-11	14	12	2	5	5	4	4	-14	4	18	7	4	5	8	3	0	1	0	1	0	0	0	-1	0	0	0	0	-1	0	0	-1	0	1	0	0	0	0	-1	0	0	0	0	1	0	0	0	-1
0	-10	-2	0	1	4	3	5	6	-13	-2	1	2	4	4	3	3	-11	13	12	2	5	5	4	4	-14	4	18	7	4	5	8	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	-10	-2	1	1	4	3	5	7	-13	-1	1	2	3	3	3	2	-11	13	12	3	5	5	4	3	-14	4	18	7	4	5	7	3	0	0	1	0	0	0	0	1	0	1	0	0	-1	-1	0	-1	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	-1	-1
0	-10	-2	0	1	4	3	5	6	-13	-1	1	2	3	4	3	2	-11	13	12	3	5	5	4	3	-14	4	18	7	4	4	7	3	0	0	-1	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0
0	-10	-2	0	1	3	2	4	5	-13	-1	0	2	2	3	2	2	-11	14	12	2	4	4	3	2	-14	4	18	7	3	4	6	3	0	0	0	0	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	0	0	1	0	-1	-1	-1	-1	-1	0	0	0	0	-1	0	-1	0
0	-10	-2	0	0	3	2	3	5	-13	-2	0	1	2	3	2	1	-11	13	11	2	4	4	3	3	-15	3	17	6	3	4	6	2	0	0	0	-1	0	0	-1	0	0	-1	0	-1	0	0	0	-1	0	-1	-1	0	0	0	0	1	-1	-1	-1	-1	0	0	0	-1
0	-10	-2	0	0	4	3	4	6	-13	-2	0	1	3	3	3	3	-11	13	12	1	5	5	4	3	-15	3	17	7	4	4	7	3	0	0	0	0	1	1	1	1	0	0	0	0	1	0	1	2	0	0	1	-1	1	1	1	0	0	0	0	1	1	0	1	1
0	-10	-2	0	0	4	2	4	6	-13	-2	0	1	3	3	2	2	-11	13	12	2	4	4	4	3	-16	3	17	6	4	4	7	2	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	0	0	0	1	-1	-1	0	0	-1	0	0	-1	0	0	0	-1
0	-10	-3	-1	0	3	2	4	6	-14	-2	0	1	3	3	2	2	-11	13	11	2	4	4	3	3	-15	3	17	6	3	4	7	2	0	-1	-1	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	1	0	0	0	-1	0	0	0
0	-10	-2	0	0	3	3	4	6	-13	-2	0	1	2	3	2	1	-11	13	12	3	5	4	3	2	-14	3	18	7	4	4	7	2	0	1	1	0	0	1	0	0	1	0	0	0	-1	0	0	-1	0	0	1	1	1	0	0	-1	1	0	1	1	1	0	0	0
0	-10	-2	0	0	3	2	4	5	-14	-2	0	1	2	3	3	2	-11	13	12	2	5	4	3	3	-14	3	17	6	3	4	6	2	0	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	1	1	0	0	0	-1	0	0	0	1	0	0	-1	-1	-1	0	-1	0
0	-10	-2	0	1	3	3	4	6	-13	-2	0	2	3	3	3	2	-11	13	11	2	5	4	4	3	-15	3	17	6	3	4	6	2	0	0	0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	-1	0	0	0	1	0	-1	0	0	0	0	0	0	0
0	-11	-2	0	0	3	2	4	6	-13	-2	0	1	3	3	2	2	-11	13	12	2	5	4	4	3	-15	3	17	6	4	4	7	2	-1	0	0	-1	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0
0	-10	-2	-1	1	3	3	4	6	-14	-2	-1	1	3	4	2	2	-11	13	11	1	4	4	4	3	-15	3	17	6	3	4	6	3	1	0	-1	1	0	1	0	0	-1	0	-1	0	0	1	0	0	0	0	-1	-1	-1	0	0	0	0	0	0	0	-1	0	-1	1
0	-10	-3	0	1	3	2	4	5	-14	-2	0	1	3	3	2	1	-11	13	12	2	4	4	3	3	-14	3	17	6	3	4	7	3	0	-1	1	0	0	-1	0	-1	0	0	1	0	0	-1	0	-1	0	0	1	1	0	0	-1	0	1	0	0	0	0	0	1	0
0	-11	-3	-1	0	2	2	4	6	-14	-2	0	1	2	3	2	2	-11	13	11	1	4	4	3	3	-15	3	16	6	3	4	6	2	-1	0	-1	-1	-1	0	0	1	0	0	0	0	-1	0	0	1	0	0	-1	-1	0	0	0	0	-1	0	-1	0	0	0	-1	-1
0	-11	-3	-1	0	3	2	4	5	-14	-3	-1	1	2	2	2	1	-12	12	11	1	4	4	3	3	-15	2	17	6	3	4	6	2	0	0	0	0	1	0	0	-1	0	-1	-1	0	0	-1	0	-1	-1	-1	0	0	0	0	0	0	0	-1	1	0	0	0	0	0
0	-10	-3	-1	0	4	4	5	7	-14	-2	-1	1	4	4	3	3	-12	12	11	1	6	5	4	4	-15	3	16	6	4	4	8	4	1	0	0	0	1	2	1	2	0	1	0	0	2	2	1	2	0	0	0	0	2	1	1	1	0	1	-1	0	1	0	2	2
0	-11	-3	-1	0	4	4	4	7	-14	-2	0	1	3	4	4	2	-12	12	11	1	5	5	4	4	-15	2	16	5	4	4	8	3	-1	0	0	0	0	0	-1	0	0	0	1	0	-1	0	1	-1	0	0	0	0	-1	0	0	0	0	-1	0	-1	0	0	0	-1
0	-11	-3	-1	0	4	3	5	7	-14	-3	0	0	3	4	3	3	-11	12	11	1	5	5	4	4	-15	2	16	6	4	5	7	3	0	0	0	0	0	-1	1	0	0	-1	0	-1	0	0	-1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	-1	0
0	-11	-3	-1	0	4	4	5	7	-13	-2	0	1	4	4	3	3	-12	12	11	1	5	5	5	4	-15	3	16	6	4	5	8	3	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	-1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0
0	-11	-3	-1	0	4	3	4	7	-14	-2	0	1	3	4	4	3	-12	11	11	1	5	5	4	4	-16	2	16	5	4	5	7	4	0	0	0	0	0	-1	-1	0	-1	0	0	0	-1	0	1	0	0	-1	0	0	0	0	-1	0	-1	-1	0	-1	0	0	-1	1
0	-11	-3	-1	0	4	3	4	5	-14	-2	0	1	4	4	3	2	-11	12	10	1	5	5	4	3	-16	2	16	6	4	5	7	3	0	0	0	0	0	0	0	-2	0	0	0	0	1	0	-1	-1	1	1	-1	0	0	0	0	-1	0	0	0	1	0	0	0	-1
0	-11	-3	-1	0	4	3	4	6	-14	-2	-1	1	3	3	3	2	-11	12	11	1	5	5	4	4	-15	2	16	5	4	5	7	3	0	0	0	0	0	0	0	1	0	0	-1	0	-1	-1	0	0	0	0	1	0	0	0	0	1	1	0	0	-1	0	0	0	0
0	-11	-3	0	0	4	3	5	7	-14	-3	0	1	3	3	2	2	-11	12	11	1	5	5	4	4	-15	3	16	6	4	4	7	3	0	0	1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	-1	0	0
0	-9	-2	0	1	3	3	5	6	-13	-2	0	2	3	3	3	2	-11	13	11	2	4	4	4	3	-15	3	17	6	3	4	7	3	2	1	0	1	-1	0	0	-1	1	1	0	1	0	0	1	0	0	1	0	1	-1	-1	0	-1	0	0	1	0	-1	0	0	0
0	-10	-2	0	1	3	2	4	6	-13	-2	1	1	3	3	2	2	-11	13	11	2	5	4	3	4	-14	3	17	6	3	3	7	3	-1	0	0	0	0	-1	-1	0	0	0	1	-1	0	0	-1	0	0	0	0	0	1	0	-1	1	1	0	0	0	0	-1	0	0
0	-10	-2	0	1	4	3	4	6	-13	-1	1	2	3	3	3	2	-11	12	11	2	5	5	4	3	-14	3	17	6	3	4	7	3	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	0	0	-1	0	0	0	1	1	-1	0	0	0	0	0	1	0	0
0	-10	-3	0	1	4	2	5	6	-13	-1	0	2	3	4	3	2	-12	12	11	2	5	5	3	3	-15	3	17	6	4	4	7	3	0	-1	0	0	0	-1	1	0	0	0	-1	0	0	1	0	0	-1	0	0	0	0	0	-1	0	-1	0	0	0	1	0	0	0
0	-10	-3	0	1	4	3	5	6	-13	-2	0	2	3	3	3	2	-11	12	11	2	5	4	3	3	-15	3	17	6	4	4	7	2	0	0	0	0	0	1	0	0	0	-1	0	0	0	-1	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1
0	-10	-2	0	1	3	3	4	6	-13	-2	1	2	3	3	3	2	-11	13	11	2	4	4	3	3	-14	3	17	7	3	4	7	3	0	1	0	0	-1	0	-1	0	0	0	1	0	0	0	0	0	0	1	0	0	-1	0	0	0	1	0	0	1	-1	0	0	1
0	-10	-3	0	1	3	2	4	5	-13	-2	0	1	2	3	2	2	-11	12	11	1	4	4	3	3	-15	2	16	7	3	4	6	2	0	-1	0	0	0	-1	0	-1	0	0	-1	-1	-1	0	-1	0	0	-1	0	-1	0	0	0	0	-1	-1	-1	0	0	0	-1	-1
0	-10	-2	0	1	3	2	4	6	-14	-2	0	2	3	3	2	2	-12	13	11	2	4	4	4	2	-15	3	16	6	3	4	6	2	0	1	0	0	0	0	0	1	-1	0	0	1	1	0	0	0	-1	1	0	1	0	0	1	-1	0	1	0	-1	0	0	0	0
0	-11	-2	0	1	4	3	5	6	-13	-2	0	2	3	3	3	3	-11	12	11	2	5	4	4	3	-15	3	17	6	4	4	7	3	-1	0	0	0	1	1	1	0	1	0	0	0	0	0	1	1	1	-1	0	0	1	0	0	1	0	0	1	0	1	0	1	1
0	-10	-3	0	1	4	3	5	6	-14	-2	0	1	3	3	3	2	-11	12	11	2	5	4	3	3	-14	3	16	6	3	4	6	3	1	-1	0	0	0	0	0	0	-1	0	0	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	1	0	-1	0	-1	0	-1	0
0	-11	-3	0	1	3	2	4	6	-13	-2	-1	1	3	3	3	2	-11	12	11	1	5	4	4	3	-15	2	16	6	3	4	7	2	-1	0	0	0	-1	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	-1	0	0	1	0	-1	-1	0	0	0	0	1	-1
0	-11	-3	0	0	4	3	5	6	-14	-2	0	1	3	4	4	3	-12	11	10	2	5	5	5	3	-15	2	16	5	4	4	7	3	0	0	0	-1	1	1	1	0	-1	0	1	0	0	1	1	1	-1	-1	-1	1	0	1	1	0	0	0	0	-1	1	0	0	1
0	-10	-3	-1	0	4	3	5	7	-14	-2	0	1	4	4	3	3	-12	12	10	1	5	4	4	3	-15	2	15	6	4	5	7	3	1	0	-1	0	0	0	0	1	0	0	0	0	1	0	-1	0	0	1	0	-1	0	-1	-1	0	0	0	-1	1	0	1	0	0
0	-11	-3	0	0	4	3	4	6	-14	-2	0	1	2	3	3	2	-11	11	10	1	5	5	4	3	-16	1	16	5	4	4	7	3	-1	0	1	0	0	0	-1	-1	0	0	0	0	-2	-1	0	-1	1	-1	0	0	0	1	0	0	-1	-1	1	-1	0	-1	0	0
0	-11	-3	-1	0	4	3	4	6	-14	-2	0	1	3	3	3	2	-11	11	10	1	4	4	4	3	-15	2	16	5	4	4	6	3	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	-1	0	0	1	1	0	0	0	0	-1	0
0	-11	-3	-1	0	3	2	4	6	-14	-3	0	1	2	3	2	2	-11	11	10	1	4	4	4	2	-15	2	15	5	3	3	6	2	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	0	-1	0	0	-1	0	-1	-1	0	-1
0	-11	-3	-1	0	3	2	3	5	-14	-3	0	1	2	2	2	1	-12	11	10	1	4	4	3	2	-15	2	15	5	3	3	5	2	0	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0
0	-11	-4	-1	0	4	3	4	6	-14	-3	-1	0	3	3	3	3	-12	11	10	1	5	5	4	4	-16	1	15	5	4	4	7	3	0	-1	0	0	1	1	1	1	0	0	-1	-1	1	1	1	2	0	0	0	0	1	1	1	2	-1	-1	0	0	1	1	2	1
0	-11	-3	-1	0	4	3	5	6	-14	-3	-1	0	3	4	3	2	-12	10	10	1	5	5	4	3	-16	1	15	5	3	4	7	4	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	-1	0	-1	0	0	0	0	0	-1	0	0	0	0	-1	0	0	1
0	-10	-2	0	0	4	4	5	6	-13	-2	0	1	4	4	3	3	-11	11	11	2	5	5	4	3	-15	2	15	6	4	5	7	3	1	1	1	0	0	1	0	0	1	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	0	-1
0	-9	-2	1	1	4	3	5	6	-13	-1	0	2	4	4	3	2	-11	12	11	2	5	5	4	3	-15	3	16	6	3	4	6	3	1	0	1	1	0	-1	0	0	0	1	0	1	0	0	0	-1	0	1	0	0	0	0	0	0	0	1	1	0	-1	-1	-1	0
